partiID	condiID	gestureSet	trial	block	rep	fNmb	gesture	result	recFNmb	recGest	t1st(ms)	tEnd(ms)
1	0	Half	0	0	0	1	Tip	correct	1	Tip	668	735
1	0	Half	1	0	0	1	Tip	correct	1	Tip	586	651
1	0	Half	2	0	0	1	Tip	correct	1	Tip	514	595
1	0	Half	3	0	0	1	Tip	correct	1	Tip	682	746
1	0	Half	4	0	0	3	Flat	error			731	0
1	0	Half	5	0	0	1	Tip	correct	1	Tip	574	654
1	0	Half	6	0	0	3	Flat	error			691	0
1	0	Half	7	0	0	3	Flat	error			716	0
1	0	Half	8	0	0	3	Flat	error			699	0
1	0	Half	9	0	0	3	Flat	correct	3	Flat	548	751
1	0	Half	10	0	0	3	Flat	correct	3	Flat	618	806
1	0	Half	11	0	0	1	Tip	correct	1	Tip	642	762
1	0	Half	0	1	0	1	Tip	correct	1	Tip	672	785
1	0	Half	1	1	0	1	Tip	correct	1	Tip	500	596
1	0	Half	2	1	0	1	Tip	correct	1	Tip	581	694
1	0	Half	3	1	0	1	Tip	correct	1	Tip	545	666
1	0	Half	4	1	0	3	Flat	correct	3	Flat	661	863
1	0	Half	5	1	0	1	Tip	correct	1	Tip	548	677
1	0	Half	6	1	0	3	Flat	correct	3	Flat	759	993
1	0	Half	7	1	0	3	Flat	correct	3	Flat	751	952
1	0	Half	8	1	0	3	Flat	error			611	0
1	0	Half	9	1	0	3	Flat	correct	3	Flat	732	910
1	0	Half	10	1	0	3	Flat	correct	3	Flat	719	900
1	0	Half	11	1	0	1	Tip	correct	1	Tip	735	839
1	0	Half	0	2	0	1	Tip	correct	1	Tip	545	634
1	0	Half	1	2	0	1	Tip	correct	1	Tip	517	621
1	0	Half	2	2	0	1	Tip	correct	1	Tip	507	604
1	0	Half	3	2	0	1	Tip	correct	1	Tip	495	576
1	0	Half	4	2	0	3	Flat	error			823	0
1	0	Half	5	2	0	1	Tip	correct	1	Tip	627	732
1	0	Half	6	2	0	3	Flat	error			442	0
1	0	Half	7	2	0	3	Flat	correct	3	Flat	703	877
1	0	Half	8	2	0	3	Flat	correct	3	Flat	644	849
1	0	Half	9	2	0	3	Flat	error			653	0
1	0	Half	10	2	0	3	Flat	error			627	0
1	0	Half	11	2	0	1	Tip	correct	1	Tip	528	641
1	0	Half	0	3	0	1	Tip	correct	1	Tip	477	590
1	0	Half	1	3	0	1	Tip	correct	1	Tip	484	597
1	0	Half	2	3	0	1	Tip	correct	1	Tip	472	577
1	0	Half	3	3	0	1	Tip	correct	1	Tip	519	632
1	0	Half	4	3	0	3	Flat	correct	3	Flat	872	1258
1	0	Half	5	3	0	1	Tip	correct	1	Tip	564	685
1	0	Half	6	3	0	3	Flat	correct	3	Flat	714	932
1	0	Half	7	3	0	3	Flat	error			726	0
1	0	Half	8	3	0	3	Flat	correct	3	Flat	625	812
1	0	Half	9	3	0	3	Flat	error			540	0
1	0	Half	10	3	0	3	Flat	error			566	0
1	0	Half	11	3	0	1	Tip	correct	1	Tip	560	672
1	0	Half	0	4	0	1	Tip	correct	1	Tip	510	606
1	0	Half	1	4	0	1	Tip	correct	1	Tip	485	614
1	0	Half	2	4	0	1	Tip	correct	1	Tip	527	632
1	0	Half	3	4	0	1	Tip	correct	1	Tip	530	634
1	0	Half	4	4	0	3	Flat	correct	3	Flat	662	871
1	0	Half	5	4	0	1	Tip	correct	1	Tip	576	681
1	0	Half	6	4	0	3	Flat	error			699	0
1	0	Half	7	4	0	3	Flat	error			416	0
1	0	Half	8	4	0	3	Flat	error			660	0
1	0	Half	9	4	0	3	Flat	error			620	0
1	0	Half	10	4	0	3	Flat	correct	3	Flat	483	612
1	0	Half	11	4	0	1	Tip	correct	1	Tip	523	620
1	1	Half	0	0	0	1	Flat	correct	1	Flat	1088	1219
1	1	Half	1	0	0	1	Flat	correct	1	Flat	506	651
1	1	Half	2	0	0	1	Flat	correct	1	Flat	523	651
1	1	Half	3	0	0	1	Flat	correct	1	Flat	506	642
1	1	Half	4	0	0	3	Tip	correct	3	Tip	742	976
1	1	Half	5	0	0	3	Tip	correct	3	Tip	556	694
1	1	Half	6	0	0	3	Tip	correct	3	Tip	566	719
1	1	Half	7	0	0	1	Flat	correct	1	Flat	584	745
1	1	Half	8	0	0	3	Tip	correct	3	Tip	576	737
1	1	Half	9	0	0	3	Tip	correct	3	Tip	814	966
1	1	Half	10	0	0	3	Tip	correct	3	Tip	541	678
1	1	Half	11	0	0	1	Flat	correct	1	Flat	669	822
1	1	Half	0	1	0	1	Flat	correct	1	Flat	791	968
1	1	Half	1	1	0	1	Flat	correct	1	Flat	580	717
1	1	Half	2	1	0	1	Flat	correct	1	Flat	519	662
1	1	Half	3	1	0	1	Flat	error			523	0
1	1	Half	4	1	0	3	Tip	correct	3	Tip	612	733
1	1	Half	5	1	0	3	Tip	correct	3	Tip	518	654
1	1	Half	6	1	0	3	Tip	correct	3	Tip	490	635
1	1	Half	7	1	0	1	Flat	correct	1	Flat	791	944
1	1	Half	8	1	0	3	Tip	correct	3	Tip	587	740
1	1	Half	9	1	0	3	Tip	correct	3	Tip	513	641
1	1	Half	10	1	0	3	Tip	correct	3	Tip	693	855
1	1	Half	11	1	0	1	Flat	error			771	0
1	1	Half	0	2	0	1	Flat	correct	1	Flat	813	939
1	1	Half	1	2	0	1	Flat	correct	1	Flat	560	688
1	1	Half	2	2	0	1	Flat	correct	1	Flat	543	686
1	1	Half	3	2	0	1	Flat	correct	1	Flat	538	677
1	1	Half	4	2	0	3	Tip	correct	3	Tip	599	776
1	1	Half	5	2	0	3	Tip	correct	3	Tip	504	665
1	1	Half	6	2	0	3	Tip	correct	3	Tip	488	609
1	1	Half	7	2	0	1	Flat	error			402	0
1	1	Half	8	2	0	3	Tip	correct	3	Tip	571	716
1	1	Half	9	2	0	3	Tip	error			609	0
1	1	Half	10	2	0	3	Tip	correct	3	Tip	657	776
1	1	Half	11	2	0	1	Flat	correct	1	Flat	640	768
1	1	Half	0	3	0	1	Flat	correct	1	Flat	730	865
1	1	Half	1	3	0	1	Flat	error			782	0
1	1	Half	2	3	0	1	Flat	correct	1	Flat	582	709
1	1	Half	3	3	0	1	Flat	correct	1	Flat	554	674
1	1	Half	4	3	0	3	Tip	correct	3	Tip	662	783
1	1	Half	5	3	0	3	Tip	correct	3	Tip	487	625
1	1	Half	6	3	0	3	Tip	correct	3	Tip	534	663
1	1	Half	7	3	0	1	Flat	correct	1	Flat	628	756
1	1	Half	8	3	0	3	Tip	correct	3	Tip	615	760
1	1	Half	9	3	0	3	Tip	correct	3	Tip	560	689
